seq_mp,entidad,id_entidad,municipio,nombre,sexo,partido,integrantes,categoria,descripcion,total_pob,hombres,mujeres,munid_sec,seq_cat,id_distrito,distrito,seccion,unidadterritotial,sede,sede_cat,seq_com,mrcp,seccion_sede,tipo_mrcp,id_mrcp,opinion_si,opinion_no,nulo,total_opiniones,lista_nominal,observaciones,recuento,fecha,seq_sec,tipo,tipo_cat,seq_dh,IDHclasif,IDHidh,IDHgdh,IDHgdh_cat,IDHtmi,IDHipca,IDHisal,IDHieduc,IDHiing,seq_dm,IDMporc_15ymas_analfabeta,IDMporc_15ymas_sinprim,IDMporc_ocu_viv_sindres,IDMporc_ocu_viv_sinel,IDMporc_ocu_viv_sinagua,IDMporc_ocu_viv_hacin,IDMporc_ocu_viv_pisotierra,IDMporc_loc_menor5k,IDMporc_pocu_2sm,IDMindice_marginacion,IDMgrado_marginacion,IDMgradomar_cat,IDMlugar_estatal,IDMlugar_nacional,seq_gin,gini,gin_ingreso,seq_rez,IR_pobtotal,IR_irs,IR_grz,IR_grz_cat,IR_lugar
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,5,1,SAN JUAN BAUTISTA TUXTEPEC,6,39,SI,1,9.0,200006C02,6.0,C,2.0,152.0,0.0,0.0,152.0,1897.0,Actas de mesas receptoras,NO,2021-02-08 02:33:17,5,MIXTO,0,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,6,1,SAN JUAN BAUTISTA TUXTEPEC,7,39,NO,0,,,,,,,,,,,,,,6,MIXTO,0,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,7,1,SAN JUAN BAUTISTA TUXTEPEC,8,7,NO,0,,,,,,,,,,,,,,7,URBANO,2,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,8,1,SAN JUAN BAUTISTA TUXTEPEC,9,1,NO,0,,,,,,,,,,,,,,8,MIXTO,0,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,9,1,SAN JUAN BAUTISTA TUXTEPEC,10,44,NO,0,,,,,,,,,,,,,,9,URBANO,2,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,10,1,SAN JUAN BAUTISTA TUXTEPEC,11,44,SI,1,10.0,200011B01,11.0,B,1.0,152.0,1.0,0.0,153.0,1660.0,Actas de mesas receptoras,NO,2021-02-08 02:32:55,10,URBANO,2,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,10,1,SAN JUAN BAUTISTA TUXTEPEC,11,44,SI,1,11.0,200011C01,11.0,C,1.0,161.0,2.0,0.0,163.0,1659.0,Actas de mesas receptoras,NO,2021-02-08 02:34:58,10,URBANO,2,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,11,1,SAN JUAN BAUTISTA TUXTEPEC,12,54,SI,1,12.0,200012B01,12.0,B,1.0,50.0,0.0,0.0,50.0,1015.0,Actas de mesas receptoras,NO,2021-02-08 02:35:19,11,MIXTO,0,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,11,1,SAN JUAN BAUTISTA TUXTEPEC,12,54,SI,1,13.0,200012C01,12.0,C,1.0,71.0,0.0,0.0,71.0,1014.0,Actas de mesas receptoras,NO,2021-02-08 02:34:04,11,MIXTO,0,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,12,1,SAN JUAN BAUTISTA TUXTEPEC,13,66,NO,0,,,,,,,,,,,,,,12,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,13,1,SAN JUAN BAUTISTA TUXTEPEC,14,1,NO,0,,,,,,,,,,,,,,13,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,14,1,SAN JUAN BAUTISTA TUXTEPEC,15,1,NO,0,,,,,,,,,,,,,,14,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,15,1,SAN JUAN BAUTISTA TUXTEPEC,16,54,NO,0,,,,,,,,,,,,,,15,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,16,1,SAN JUAN BAUTISTA TUXTEPEC,17,21,NO,0,,,,,,,,,,,,,,16,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,17,1,SAN JUAN BAUTISTA TUXTEPEC,18,7,NO,0,,,,,,,,,,,,,,17,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,18,1,SAN JUAN BAUTISTA TUXTEPEC,19,44,NO,0,,,,,,,,,,,,,,18,URBANO,2,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,19,1,SAN JUAN BAUTISTA TUXTEPEC,20,39,NO,0,,,,,,,,,,,,,,19,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,20,1,SAN JUAN BAUTISTA TUXTEPEC,21,39,NO,0,,,,,,,,,,,,,,20,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,21,1,SAN JUAN BAUTISTA TUXTEPEC,22,39,NO,0,,,,,,,,,,,,,,21,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,22,1,SAN JUAN BAUTISTA TUXTEPEC,23,8,NO,0,,,,,,,,,,,,,,22,MIXTO,0,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,23,1,SAN JUAN BAUTISTA TUXTEPEC,24,8,SI,1,14.0,200024B01,24.0,B,1.0,145.0,2.0,1.0,148.0,1765.0,Actas de mesas receptoras,NO,2021-02-08 01:09:00,23,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,23,1,SAN JUAN BAUTISTA TUXTEPEC,24,8,SI,1,15.0,200024C01,24.0,C,1.0,135.0,8.0,2.0,145.0,1764.0,Actas de mesas receptoras,NO,2021-02-08 01:06:47,23,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,24,1,SAN JUAN BAUTISTA TUXTEPEC,25,8,NO,0,,,,,,,,,,,,,,24,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,25,1,SAN JUAN BAUTISTA TUXTEPEC,26,10,NO,0,,,,,,,,,,,,,,25,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,26,1,SAN JUAN BAUTISTA TUXTEPEC,27,39,NO,0,,,,,,,,,,,,,,26,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,27,1,SAN JUAN BAUTISTA TUXTEPEC,28,50,NO,0,,,,,,,,,,,,,,27,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,28,1,SAN JUAN BAUTISTA TUXTEPEC,29,10,NO,0,,,,,,,,,,,,,,28,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,29,1,SAN JUAN BAUTISTA TUXTEPEC,30,8,NO,0,,,,,,,,,,,,,,29,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,30,1,SAN JUAN BAUTISTA TUXTEPEC,31,51,SI,1,16.0,200031B01,31.0,B,1.0,77.0,5.0,2.0,84.0,1802.0,Actas de mesas receptoras,NO,2021-02-08 01:06:10,30,MIXTO,0,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,30,1,SAN JUAN BAUTISTA TUXTEPEC,31,51,SI,1,17.0,200031C01,31.0,C,1.0,122.0,2.0,2.0,126.0,1801.0,Actas de mesas receptoras,NO,2021-02-08 01:05:34,30,MIXTO,0,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,31,1,SAN JUAN BAUTISTA TUXTEPEC,32,10,NO,0,,,,,,,,,,,,,,31,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
2,OAXACA,20,ACATLAN DE PEREZ FIGUEROA,ADAN JOSE  MACIEL  SOSA ,H,COALICION,PANPRDPMC,0,COALICION ,45167.0,21980.0,23187.0,2,32,1,SAN JUAN BAUTISTA TUXTEPEC,33,10,SI,1,18.0,200033B01,33.0,B,1.0,193.0,8.0,0.0,201.0,1894.0,Actas de mesas receptoras,NO,2021-02-08 01:04:24,32,RURAL,1,2.0,1127.0,0.656,MEDIO,1.0,18.4,1529.8,0.858,0.485,0.679,2,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,0.339,A,3,359,854,2,0.43694,0.1406,2,45167,0.0667389999999999,Bajo,1,959
